Athlete_ID,event_anzahl,name,sex,Goldmedallien,Silbermedallien,Bronzemmedallien
56076,2,"Kara Lynn Joyce",F,0,4,0
58590,2,"Shane John Kelly",M,0,1,2
58744,3,"Jason Francis Kenny",M,6,1,0
62269,3,"Gyrgy Kolonics",M,2,0,2
62738,4,"Olga Valentinovna Korbut (-Bortkevich, -Voynich)",F,4,2,0
64070,2,"Hryhoriy Yakovych Kriss",M,1,2,1
64592,4,"Nataliya Aleksandrovna Kuchinskaya (-Kotlyar)",F,2,0,2
66359,4,"Alfred Page "Al" Lane",M,5,0,1
67105,2,"Silken Suzette Laumann (-Wallace)",F,0,1,2
67177,3,"Andrew George Lauterstein",M,0,1,2
69173,2,"Maximilian Levy",M,0,1,2
69980,3,"Lin Li",F,1,2,1
70364,2,"Marie-Louise Jean Josphine Linssen-Vaessen",F,0,1,2
70620,2,"Liu Ou",F,0,1,2
70749,3,"Nicole Dawn Livingstone-Stevenson (-Clayton)",F,0,1,2
71236,2,"Jeannie Longo-Ciprelli",F,1,2,1
72209,3,"Aleksandr Viktorovich Lukyanov",M,1,2,1
72705,3,"Tamara Alekseyevna Lyukhina-Zamotaylova",F,2,0,2
72781,2,"Adrianus Lambertus Joseph "Bob" Maas",M,0,1,2
72884,4,"Christopher Paul MacDonald",M,3,1,1
73260,4,"Lars Jrgen Madsen",M,1,2,1
73453,3,"James Magnussen",M,0,1,2
74534,2,"Olavi Aleksanteri "Ole" Mannonen",M,0,1,2
75056,2,"Marco Marin",M,1,2,1
75178,3,"Aleksey Mikhaylovich Markov",M,0,1,2
75265,2,"Magdolna "Magda" Maros",F,0,1,2
77716,4,"Emma McKeon",F,1,2,1
77995,3,"Mary Terstegge Meagher (-Plant)",F,3,1,1
79109,3,"Ralph Harold Metcalfe",M,1,2,1
80870,3,"Jnos Mogyorsi-Klencs",M,0,1,2
81938,2,"Daniel Yves Morelon",M,3,1,1
84709,3,"Harald Natvig",M,3,1,1
85597,2,"Christopher "Chris" Newton",M,0,1,2
86233,4,"Elmer Konstantin Niklander",M,1,2,1
87055,2,"Renzo Nostini",M,0,4,0
87909,2,"Diego Occhiuzzi",M,0,1,2
89368,2,"Olga Orban-Szabo (Orbn-Szab)",F,0,1,2
91430,2,"Angelo Parisi",M,1,2,1
94230,2,"Gsta Artur Roland Pettersson",M,0,1,2
94348,2,"Stefan Pfeiffer",M,0,1,2
94778,2,"Zbigniew Pietrzykowski",M,0,1,2
95065,2,"Vincenzo Pinton",M,0,4,0
95104,3,"Constana Pipot-Burcic",F,3,1,1
96044,3,"Ctlina Ponor",F,3,1,1
96139,2,"Dimitrie Popescu",M,1,2,1
97822,3,"Donald O'Reilly "Don" Quarrie",M,1,2,1
99472,4,"Stephen Geoffrey "Steven" Redgrave",M,5,0,1
100866,2,"Samantha Linette "Sam" Riley",F,0,1,2
102738,3,"Antonio Rossi",M,3,1,1
103362,3,"Melita (-Melitta) Ruhn (-Fleischer)",F,0,1,2
104556,2,"Jzsef Skovics (-Szecsdi)",M,0,1,2
106906,3,"Jessicah Lee "Jess" Schipper",F,2,0,2
107667,2,"Karl Schultz",M,0,1,2
108198,3,"Emily Jane Seebohm",F,2,3,0
108306,3,"Karin Seick",F,0,1,2
109253,4,"Nataliya Vitalyevna Shaposhnikova (-Sut)",F,2,0,2
111582,2,"Karl Ragnar Skanker (Eriksson-)",M,1,2,1
114420,2,"Ian David Stark",M,0,4,0
114837,3,"William Clark "Bill" Steinkraus",M,1,2,1
114882,3,"Manuela Stellmach (-Schubert)",F,2,0,2
115021,2,"Gillian "Jill" Sterkel",F,2,0,2
115334,2,"Hayden Ernest Stoeckel",M,0,1,2
116828,3,"Satomi Suzuki",F,0,1,2
118572,2,"Ruslana Oleksivna Taran",F,0,1,2
118617,2,"Matthew Stephen C. "Matt" Targett",M,0,1,2
119653,3,"Fritz Thiedemann",M,2,0,2
119998,3,"Earl Foster Thomson",M,2,3,0
120329,3,"Toivo Robert Tikkanen",M,0,1,2
120462,3,"Sven Tippelt",M,0,1,2
1858,2,"Fehaid Al-Deehani",M,1,0,2
3070,3,"Malin Therse Alshammar",F,0,2,1
3544,2,"Gaston Marcel Amson",M,0,2,1
4876,2,"Rodica Arba-Pucatu",F,2,1,1
5129,2,"Mihaela Armescu",F,0,2,1
5198,3,"Judith Arndt",F,0,2,1
7194,2,"Andrs Balcz",M,3,2,0
9349,2,"Ludger Beerbaum",M,4,0,1
9412,2,"Matthias Behr",M,1,3,0
10345,4,"Jack Beresford",M,3,2,0
10618,2,"David Charles "Dave" Berkoff",M,2,1,1
10674,3,"Alain Andr Louis Edmond Bernard",M,2,1,1
10867,2,"Marcello Bertinetti",M,2,1,1
11495,5,"Simone Arianne Biles",F,4,0,1
11988,2,"Roger Anthony Black",M,0,2,1
12307,2,"Herbert Blcker",M,0,2,1
12860,2,"Victor Charles Gustave Boin",M,0,2,1
13033,3,"Gustaf Adolf Boltenstern, Jr.",M,2,1,1
13276,3,"Beniamino Bonomi",M,1,3,0
13589,2,"Kathrin Boron (-Kppen)",F,4,0,1
13710,2,"Renato Bosatta",M,0,2,1
13725,3,"Gerard Dagobert Henri Bosch van Drakestein",M,0,2,1
14452,3,"Trygve Carlsen Byesen",M,0,2,1
14462,2,"Jules Timothy "Tim" Brabants",M,1,0,2
14760,3,"Johannes "Hanns" Braun",M,0,2,1
15882,2,"Michael Carl "Mike" Bryan",M,1,0,2
19603,3,"Kyle Chalmers",M,1,0,2
20362,3,"Cheng Fei",F,1,0,2
21386,3,"Aleksandra Georgiyevna Chudina",F,0,2,1
21544,2,"Csar Augusto Cielo Filho",M,1,0,2
21954,2,"William Bundu "Will" Claye",M,0,2,1
22312,4,"Paul Ren Colas",M,2,1,1
23703,3,"Sal Craviotto Rivero",M,2,1,1
24450,3,"Juliet Jean Cuthbert",F,0,2,1
25703,3,"Joshua Clark "Josh" Davis",M,3,2,0
25727,3,"Victor Davis",M,1,3,0
26053,2,"Joseph De Combe",M,0,2,1
26880,2,"Rajmond Debevec",M,1,0,2
27959,2,"John Thomas Devitt",M,2,1,1
28320,2,"Klaus Dibiasi",M,3,2,0
28483,2,"Tina Dietze",F,1,3,0
28690,2,"Sergey Viktorovich Diomidov",M,0,2,1
28734,4,"Madeline Jane "Maya" DiRado",F,2,1,1
30180,2,"Du Li",F,2,1,1
31394,3,"Gertrude Caroline "Trudy" Ederle",F,1,0,2
31473,2,"Anthony John Edwards",M,0,2,1
32384,2,"Brady Lee Ellison",M,0,2,1
32770,3,"Thodore Lon Epin",M,0,2,1
34299,3,"Albert Pascal Fauvel",M,0,2,1
35149,2,"Anja Fichtel-Mauritz (-Koper)",F,2,1,1
35289,2,"Sergey Ivanovich Filatov",M,1,0,2
37644,2,"Zita-Eva Funkenhauser",F,2,1,1
37646,2,"Philippa Rachel "Pippa" Funnell (Nolan-)",F,0,2,1
38414,2,"Gao Ling",F,2,1,1
38453,2,"Eleanor Agnes Garatti-Saville",F,2,1,1
39310,2,"Imre Gedvri",M,1,0,2
39672,2,"Aleksandra Viktorovna Gerasimenya",F,0,2,1
42083,3,"Jean Honor  Gounot",M,0,2,1
42669,2,"Maurice Greene",M,2,1,1
42872,4,"Delorez Florence Griffith Joyner",F,3,2,0
44221,3,"Jean Gutweniger",M,0,2,1
45576,4,"Hermann Hnggi",M,2,1,1
45700,2,"Erik Rosendahl Hansen",M,1,0,2
45769,2,"Lasse Norman Hansen",M,1,0,2
46006,3,"Harold Hampton Hardwick",M,1,0,2
46568,3,"John Gatenby "Jack" Hatfield",M,0,2,1
47181,6,"Anton Heida",M,5,1,0
47194,4,"Jerme Alan "Jerry" Heidenreich",M,2,1,1
48783,3,"Frederick Sylvester "Fred" Hird",M,1,0,2
49080,3,"Margaret Josephine Hoelzer",F,0,2,1
49086,3,"Henri "Rik" Hoevenaers",M,0,2,1
49096,2,"Otto Josef Hofer",M,0,2,1
49169,2,"Gunhild Hoffmeister",F,0,2,1
49290,3,"Peter Hol",M,0,2,1
49659,4,"Ioni Olga Homeghi-Bularda",F,2,1,1
51135,5,"Marcus Latimer Hurley",M,4,0,1
51302,4,"Tetiana Kostiantynivna Hutsu",F,2,1,1
51421,2,"Hyeon Jeong-Hwa",F,1,0,2
52358,3,"Ryosuke Irie",M,0,2,1
52607,2,"Volmari Fritijof Iso-Hollo (Hollo-)",M,2,1,1
55421,3,"Lon douard Johnson",M,0,2,1
55457,4,"Shawn Machel Johnson (-East)",F,1,3,0
56650,2,"Duke Paoa Kahino Makoe Hulikohoa Kahanamoku",M,3,2,0
57514,2,"Irn Karcsics-Daruhzi (-Krpti, -Kubisch)",F,0,2,1
58861,2,"Marcus Anthony "Mark" Kerry",M,1,0,2
60182,4,"Nellya Vladimirovna "Nelli" Kim (-Achasov)",F,5,1,0
60669,2,"Detlef Kirchhoff",M,0,2,1
60976,2,"Ivan Mikhaylovich Kizimov",M,2,1,1
62544,3,"Jnis "John" Konrads",M,1,0,2
62830,2,"Helmut Krnig",M,0,2,1
62839,2,"Ihor Oleksiyovych Korobchinskiy",M,1,0,2
63003,3,"Vladimir Ivanovich Kosinsky",M,0,2,1
63109,2,"Olena Dmytrivna Kostevych",F,1,0,2
63131,2,"Aleksandr Viktorovich Kostoglod",M,0,2,1
63484,2,"Mria Kvi-Zalai (-Kocsis)",F,0,2,1
63543,3,"Danuta Kozk",F,5,1,0
63857,2,"Roswitha Krause",F,0,2,1
64427,3,"Andrey Ivanovich Krylov",M,1,3,0
64550,3,"Masami Kubota",M,0,2,1
64839,2,"Vladislav Vladimirovich Kulikov",M,0,2,1
66784,2,"Eirik Vers Larsen",M,2,1,1
66953,2,"Irina Lashko (-Furler-)",F,0,2,1
67475,3,"Le Jingyi",F,1,3,0
67496,3,"Chad Guy Bertrand le Clos",M,1,3,0
67746,5,"Kathleen Genevieve "Katie" Ledecky",F,5,1,0
68296,3,"Guy Robert Marie Joseph Lefrant",M,0,2,1
68931,3,"Paul Louis Eugne Dsir Leroy",M,0,2,1
69117,3,"Amaury Raymond Leveaux",M,1,3,0
69285,3,"Danell Johan Leyva Gonzalez",M,0,2,1
69526,2,"Li Xiaopeng",M,4,0,1
69882,3,"Ole Andreas Lilloe-Olsen",M,5,1,0
70572,2,"Liu Guoliang",M,2,1,1
70769,4,"Matija Ljubek",M,2,1,1
70912,3,"Yekaterina Vladimirovna Lobaznyuk",F,0,2,1
71007,3,"Emanuel Lffler",M,0,2,1
71267,2,"Fredrik Max Emil Lf",M,1,0,2
72810,3,"Franois Arthur Mabillon",M,0,2,1
73175,2,"Elizabeth "Beezie" Madden (Patton-)",F,2,1,1
73854,2,"Antonina Viktorovna Makhina-Dumcheva-Zelikovich",F,0,2,1
74307,2,"Graziano Mancinelli",M,1,0,2
74926,2,"Juan Luis Marn Dels",M,0,2,1
77661,2,"Michael Scott "Mike" McKay",M,2,1,1
77680,3,"Herbert Henry "Herb" McKenley",M,1,3,0
78684,3,"Herminio Menndez Rodrguez",M,0,2,1
78746,2,"Pietro Paolo Mennea",M,1,0,2
80066,3,"Alain (Ali-) Mimoun Ould Kacha",M,1,3,0
80346,3,"Arsens Miskarovs",M,0,2,1
81800,3,"Pedro Pablo Morales, Jr.",M,3,2,0
85002,2,"Veronica Necula",F,0,2,1
85594,3,"Arthur Lewis Newton",M,1,0,2
87175,2,"Jana Novotn",F,0,2,1
87894,2,"James Wallace "Wally" O'Connor",M,1,0,2
88612,3,"Bernd Olbricht",M,2,1,1
88882,3,"Jon C. Olsen",M,4,0,1
89287,2,"Britta Oppelt",F,0,2,1
90557,2,"Michael Owen Page",M,0,2,1
91620,2,"Park Tae-Hwan",M,1,3,0
91989,3,"Ferenc Pataki",M,1,0,2
93746,2,"Rodrigo de Paula Pessoa",M,1,0,2
94336,2,"Anna Pfeffer",F,0,2,1
95868,2,"Claudia Mara Poll Ahrens",F,1,0,2
95906,3,"Lida Peyton "Eliza" Pollock (McMillen-)",F,1,0,2
95960,3,"Igor Nikolayevich Polyansky",M,1,0,2
96348,2,"Ramona Portwich",F,3,2,0
96472,3,"Gabriela Potorac",F,0,2,1
96664,2,"Dorothy Poynton-Hill (-Teuber)",F,2,1,1
96670,2,"Stanislav Alekseyevich Pozdnyakov",M,4,0,1
97718,3,"Vladimir Vasilyevich "Vlad" Pyshnenko",M,1,3,0
97762,2,"Qiao Hong",F,2,1,1
97845,3,"Isaquias Queiroz dos Santos",M,0,2,1
98315,3,"Saverio Ragno",M,1,3,0
98316,2,"Antonella Ragno-Lonzi",F,1,0,2
98861,2,"Walter Rangeley",M,0,2,1
99246,2,"Katherine Louise Rawls (-Thompson, -Green)",F,0,2,1
100516,2,"Sanya Richards-Ross",F,4,0,1
100580,3,"Louis Eugne Richez",M,0,2,1
100631,2,"Brenton Scott Rickard",M,0,2,1
101341,2,"Bruce Richard Robertson",M,0,2,1
103070,2,"James William George "Bill" Roycroft",M,1,0,2
104923,2,"Ulla Salzgeber (Helbing-)",F,2,1,1
105326,4,"Summer Elisabeth Sanders (-Henderson, -Schlopy)",F,2,1,1
106794,2,"Michel Scheuer",M,1,0,2
107080,3,"Carmela Schmidt (-Ertel)",F,1,0,2
107343,2,"Alwin Schockemhle",M,2,1,1
107567,3,"Frances Cowells Schroth",F,1,0,2
108085,3,"Gregory Mark Pascoe "Greg" Searle",M,1,0,2
109281,2,"Sergey Aleksandrovich Sharikov",M,2,1,1
110090,4,"Yelena Lvovna Shushunova",F,2,1,1
111374,3,"Cornelia Sirch (Embacher-)",F,1,0,2
111942,3,"Olaf Sletten",M,0,2,1
112020,2,"Olga Anatolyevna Slyusareva",F,1,0,2
113467,3,"William Frank Southall",M,0,2,1
113965,2,"Christian David Sprenger",M,0,2,1
113998,3,"Warren Austin Sprout",M,1,0,2
114036,2,"ric Claude Franois Srecki",M,2,1,1
115156,3,"Kerron Stewart",F,0,2,1
115327,3,"Marcus William "Mark" Stockwell",M,0,2,1
116360,3,"Eamon Wade Sullivan",M,0,2,1
116663,2,"Viorica Susanu",F,4,0,1
117577,3,"Imre Szllsi",M,0,2,1
118484,3,"Elaine Tanner (-Watt)",F,0,2,1
118746,3,"Charles Tatham",M,0,2,1
119281,2,"Johanna Maria "Hannie" Termeulen",F,0,2,1
119962,3,"William Henry "Will" Thompson",M,1,0,2
120212,2,"Tian Liang",M,2,1,1
121701,2,"Mrioara Trac (-Curelea)",F,0,2,1
122020,3,"Georges Auguste Ernest Trombert",M,0,2,1
122530,2,"Olaf Karl Tufte",M,2,1,1
123249,2,"Torsten Elis Ullman",M,1,0,2
123353,3,"Teodora Ungureanu (-Cepoi)",F,0,2,1
124798,2,"Eeke Geertruida van Nes",F,0,2,1
127257,3,"Matthias Max Volz",M,1,0,2
127437,3,"dn von Tersztynszky",M,2,1,1
128126,2,"Neil Scott Walker",M,2,1,1
128165,3,"Kenneth Maxwell "Ken" Wallace",M,1,0,2
129051,3,"Mary Alice Wayte (-Bradburne)",F,2,1,1
129126,2,"Franziska Weber",F,1,3,0
129198,2,"Edit Weckinger-Pernyi (Vsrhelyi-)",F,0,2,1
129329,2,"Ronald Weigel",M,0,2,1
129561,3,"Matthew James "Matt" Welsh",M,0,2,1
129606,4,"Michael Vincent "Mike" Wenden",M,2,1,1
130139,2,"Tams Wichmann",M,0,2,1
131231,2,"Andr Gerhard Wohllebe",M,1,0,2
131650,2,"Witold Woyda",M,2,1,1
132547,3,"Yang Wei",M,3,2,0
132568,3,"Yang Yilin",F,1,0,2
132765,2,"Yuliya Andreyevna Yefimova",F,0,2,1
133869,3,"Yelena Mikhaylovna Zamolodchikova",F,2,1,1
133892,3,"Giorgio Zampori",M,4,0,1
134170,3,"Vasilij bogar",M,0,2,1
134354,2,"Eduard Grigoryevich Zenovka",M,0,2,1
134873,3,"Zhuang Yong",F,1,3,0
121487,2,"Khuloud "Loudy" Tourky-Wiggins",F,0,0,2
121518,2,"Damien Michel Touya",M,1,1,1
122864,2,"Hiram Edwin Tuttle",M,0,0,2
123159,2,"Bertil Gustafsson Uggla",M,0,0,2
123288,2,"Heinrich-Otto "Heinz" Ulzheimer",M,0,0,2
123710,2,"Dorina Vaccaroni",F,1,1,1
123917,2,"Natalia Valeeva",F,0,0,2
124258,4,"Louis Van De Perck",M,2,2,0
124563,4,"Amy Deloris Van Dyken (-Rouen)",F,6,0,0
124885,2,"George van Rossem",M,0,0,2
125092,2,"tienne Nol Henri Vandernotte",M,0,0,2
125534,2,"Vilhelm "Vilho" Vauhkonen",M,0,0,2
125989,2,"Gyz Veres",M,0,0,2
126337,2,"Maria Vicol (Titi-)",F,0,0,2
126794,2,"Lauri Johannes "Lasse" Virtanen",M,0,0,2
126957,3,"Nicolae "Nicu" Vlad",M,1,1,1
126998,2,"Kirsten Vlieghuis",F,0,0,2
127006,2,"Vclav Vochoska",M,0,0,2
127339,4,"Zoltn Imre dn von Halmay",M,2,2,0
127409,2,"Clarence von Rosen, Jr.",M,0,0,2
127694,2,"Zvonimir "Zvonko" Vujin",M,0,0,2
127738,2,"Arkady Arkadyevich Vyachanin",M,0,0,2
128539,3,"Wang Nan",F,4,1,0
128705,2,"Rebecca Claire "Becca" Ward",F,0,0,2
129086,3,"Ernest James "Ernie" Webb",M,0,3,0
129139,2,"Judith "Jutta" Weber (-Meeuw)",F,0,0,2
129891,2,"Gabriele Wetzko (-Hartung, -Frischke, -Khne)",F,0,3,0
130696,3,"Venus Ebony Starr Williams",F,4,1,0
131029,3,"Arthur Stanley Wint",M,2,2,0
131283,2,"Mamo Wolde",M,1,1,1
131487,2,"Mervyn Thomas "Merv" Wood",M,1,1,1
131931,2,"Frederick Henry "Harry" Wyld",M,0,0,2
131936,2,"Tomasz Wylenzek",M,1,1,1
132657,2,"Vadym Maksymovych Yaroshchuk",M,0,0,2
133363,2,"Yu Seung-Min",M,1,1,1
134080,3,"Emil Ztopek",M,4,1,0
134355,2,"Theresia Maria "Therese" Zenz",F,0,3,0
134768,2,"Nina Alexandrovna Zhivanevskaya Ilichiova",F,0,0,2
135405,2,"Fritz Zulauf",M,0,0,2
15,2,"Arvo Ossian Aaltonen",M,0,0,2
507,2,"Attila brahm",M,1,1,1
1483,2,"Nobuyuki Aihara",M,2,2,0
1498,3,"Charles Benedict "Ben" Ainslie",M,4,1,0
1534,2,"Brett Aitken",M,1,1,1
2434,2,"Cyril Albert Alden",M,0,3,0
3174,2,"Lzaro Jorge lvarez Estrada",M,0,0,2
3231,2,"Alessandro Alvisi",M,0,0,2
3516,2,"Gustave Joseph Amoudruz",M,0,0,2
5396,5,"Vladimir Nikolayevich Artyomov",M,4,1,0
5547,2,"Evelyn Ashford (-Washington)",F,4,1,0
5882,3,"Susanne Jean "Susie" Atwood",F,1,1,1
5930,2,"Ingrid Auerswald-Lange (Brestrich-)",F,1,1,1
5934,2,"Sandra Auffarth",F,1,1,1
6180,2,"Ture Wilhelm Axelsson",M,0,0,2
6425,2,"Svetlana Viktorovna Babanina",F,0,0,2
6972,2,"Kroly Bajk",M,0,0,2
7249,2,"Gordon Bruce Balfour",M,0,0,2
8343,2,"Alison Bartosik",F,0,0,2
8638,2,"Stefano Battistelli",M,0,0,2
9052,2,"George Beattie",M,0,3,0
9164,2,"Robert Lee "Bob" Beck",M,0,0,2
9250,2,"Gudrun Beckmann",F,0,0,2
9419,3,"Holger Behrendt",M,1,1,1
10804,2,"Kevin John Berry",M,1,1,1
10859,2,"Lszl Berti (Berty)",M,1,1,1
11289,2,"Dariusz Edward Biakowski",M,0,0,2
11416,2,"Laryssa Biesenthal",F,0,0,2
11437,3,"Mary Denise Bignal-Rand (-Toomey, -Reese)",F,1,1,1
11547,4,"Dmitry Vladimirovich Bilozerchev",M,3,0,1
11619,2,"Bino Bini",M,1,1,1
11908,2,"Nils Torolf Bjrklf",M,0,0,2
12086,3,"Yohan Blake",M,2,2,0
12522,4,"Nina Antonivna Bocharova",F,2,2,0
12766,3,"Wendy Lou Lansbach Boglioli",F,1,1,1
12950,2,"Harry Boldt",M,2,2,0
13510,2,"Vasily Fyodorovich Borisov",M,1,1,1
14266,3,"Frentorish "Tori" Bowie",F,1,1,1
14374,2,"Raelene Ann Boyle",F,0,3,0
15100,2,"Enith Sijtje Maria Brigitha (-Salle)",F,0,0,2
15193,2,"Bernhard Rudolf Britz",M,0,0,2
15266,2,"Leith Brodie",M,0,0,2
15387,2,"Neil Brooks",M,1,1,1
15406,2,"Kristina Brring-Sprehe",F,1,1,1
15816,2,"Ursula "Ursel" Brunner (-Wirth)",F,0,0,2
16009,2,"Glenn Robert Buchanan",M,0,0,2
16019,2,"Gustave Jean Armand Buchard",M,0,0,2
16133,2,"Tams Buday",M,0,0,2
16297,2,"Gennady Ivanovich Bukharin",M,0,0,2
16778,2,"Mikhail Ivanovich Burtsev",M,2,2,0
17899,2,"Henry Albert Canet",M,0,0,2
18248,3,"Jacques Cariou",M,1,1,1
18262,2,"Laura Gabriela Crlescu-Badea",F,1,1,1
18327,2,"Gustaf Vilhelm "Gsta" Carlsson",M,0,0,2
19569,2,"Louis Chaillot",M,1,1,1
20880,2,"Silvia Chivs Bar",F,0,0,2
21181,2,"Amy Yuen-Yee Chow (-Ho)",F,1,1,1
21548,2,"Teresa Barbara Ciepy-Wieczorek",F,1,1,1
21747,2,"Edward "Ed" Clancy",M,3,0,1
21852,2,"Deborah "Debbie" Clarke (-Zemba)",F,0,0,2
22161,2,"Neil Cochran",M,0,0,2
22207,2,"Sebastian Newbold "Seb" Coe",M,2,2,0
23402,2,"William "Billy" Cottrill",M,0,0,2
23694,3,"Lorraine Joyce Crapp (-Thurlow)",F,2,2,0
23988,2,"Kimberley "Kim" Crow-Brennan",F,1,1,1
24086,2,"Jzsef Csatri",M,0,0,2
24731,2,"Rbson Caetano da Silva",M,0,0,2
24974,2,"Thomas Robert "Tom" Daley",M,0,0,2
25459,3,"Uwe Daler",M,1,1,1
25652,2,"Elizabeth Valerie Davies (-Latham)",F,0,0,2
25999,2,"Miguel Angel de Capriles",M,0,0,2
27695,2,"Anna Maria Josefina "Annemiek" Derckx (-Bogie)",F,0,0,2
27708,2,"Stane Derganc",M,0,0,2
27897,2,"Gabriele Detti",M,0,0,2
28811,2,"Walter Dix",M,0,0,2
29536,2,"Leonard Dorin Doroftei",M,0,0,2
30005,2,"Egon Drews",M,0,0,2
30488,2,"John Alexander Duha",M,0,0,2
30583,2,"Viorica Dumitru",F,0,0,2
30805,2,"Hugh Durant",M,0,0,2
31358,2,"Jan Stefan Edberg",M,0,0,2
31469,2,"Vincent Franz Harry Edward",M,0,0,2
31765,2,"Julius Eisenecker",M,0,0,2
32517,2,"Matthew D. "Matt" Emmons",M,1,1,1
33126,2,"Sergi Escobar Roure",M,0,0,2
33403,3,"Hans Eugster",M,1,1,1
33446,2,"Gwynne Evans",M,0,0,2
33449,3,"Janet Beth Evans",F,4,1,0
34080,2,"Imre Farkas",M,0,0,2
34697,4,"Ian Gordon Ferguson",M,4,1,0
34710,2,"Deborah "Debbie" Ferguson-McKenzie",F,1,1,1
35055,2,"John Edward Ferris",M,0,0,2
35890,2,"David Florence",M,0,3,0
36771,2,"Egon Johann Franke",M,1,1,1
37126,2,"Oszkr Frey",M,0,0,2
37216,3,"Ugo Frigerio",M,3,0,1
37398,3,"Fu Mingxia",F,4,1,0
38020,2,"Becher Robert Gale",M,0,0,2
38125,2,"Ercole Gallegati",M,0,0,2
38174,2,"Gleb Sergeyevich Galperin",M,0,0,2
38279,2,"Georges Louis Gandil",M,0,0,2
38399,2,"Gao E",F,0,0,2
38451,2,"Nancy Ellen Garapick",F,0,0,2
38459,2,"Jnos Garay",M,1,1,1
40340,2,"Christian Gille",M,1,1,1
40515,2,"Gir Yeong-A",F,1,1,1
40992,2,"Thomas Charles "Tommy" Godwin",M,0,0,2
41201,2,"Anton Sergeyevich Golotsutskov",M,0,0,2
41395,2,"Jozef Gnci",M,0,0,2
41512,2,"Fernando Francisco Gonzlez Ciuffardi",M,1,1,1
41753,2,"Vilm Ladislav Jan Goppold z Lobsdorfu, Sr.",M,0,0,2
41810,2,"Lalonde Keida Gordon",M,0,0,2
42248,2,"Stefanie Maria "Steffi" Graf",F,1,1,1
42276,2,"Kelvin John Graham",M,0,0,2
42352,2,"Margherita Granbassi",F,0,0,2
42720,2,"Horst-Gnter Gregor",M,0,3,0
44118,3,"Linda Lee Gustavson (-McGuire)",F,1,1,1
44400,2,"Zsolt Gyulay",M,2,2,0
44501,2,"Bruno Habrovs",M,0,0,2
44715,2,"Thoralf Hagen",M,0,0,2
45336,3,"Lszl Hammerl",M,1,1,1
45818,3,"Willy Falck Hansen",M,1,1,1
46997,2,"Liam Nicholas Heath",M,1,1,1
47023,2,"Harry Joseph Hebner",M,1,1,1
47073,4,"Kathleen Joan Heddle",F,3,0,1
47239,2,"August Heim",M,0,0,2
47515,2,"David Peter "Dave" Hemery",M,1,1,1
48821,2,"Nikolaus Hirschl",M,0,0,2
50228,2,"Frances Julia Houghton",F,0,3,0
50859,2,"Clara Hughes",F,0,0,2
51300,2,"George William Hutson",M,0,0,2
51737,2,"Andreas Ihle",M,1,1,1
51781,2,"Petrus Gerardus "Piet" Ikelaar",M,0,0,2
52233,2,"Yukiko Inui",F,0,0,2
52419,2,"Vladimir Vyacheslavovich Isakov",M,0,0,2
52760,2,"Goran imun Ivanievi",M,0,0,2
52920,2,"Mitchell "Mitch" Ivey",M,1,1,1
53672,2,"Marina Janicke (-Hhne)",F,0,0,2
53890,2,"Anne Elizabeth Jardin (-Alexander)",F,0,0,2
54188,2,"Joseph Jehle",M,0,0,2
54695,3,"Carmelita Jeter",F,1,1,1
55335,2,"Benjamin Sinclair "Ben" Johnson, Jr.",M,0,0,2
55471,3,"Horace Thomas Johnson",M,0,3,0
55584,2,"Pascal Jolyot",M,1,1,1
55640,3,"Cullen Andrew Jones",M,2,2,0
55799,3,"Pierre Jonqures d'Oriola",M,2,2,0
55813,2,"Gustaf Adolf Jonsson",M,1,1,1
56327,2,"Bruno Junk",M,0,0,2
56513,2,"Endre Kabos",M,3,0,1
57622,2,"Erik David Einar Karlsson",M,0,0,2
57699,2,"Rudolf Krpti",M,6,0,0
57845,2,"Takehiro Kashima",M,1,1,1
58176,2,"Evelyn Tokue Kawamoto (-Konno)",F,0,0,2
58429,3,"Kipchoge Hezekieh "Kip" Keino",M,2,2,0
58665,2,"Albert Joseph Kempster",M,0,0,2
58843,2,"George Ezekiel Kerr",M,0,0,2
59023,2,"Amir Reza Khadem Azgadhi",M,0,0,2
59331,2,"Nadezhda Khnik'ina-Dvalishvili",F,0,0,2
59455,2,"Stefan Botev Khristov",M,0,0,2
59511,2,"Lyudmila Iosifovna Khvedosyuk-Pinayeva",F,3,0,1
59520,2,"Ki Bo-Bae",F,3,0,1
59910,2,"Kim Gyeong-A",F,0,0,2
60290,2,"Kim Taek-Su",M,0,0,2
60589,2,"Eliud Kipchoge",M,1,1,1
61172,2,"Johannes Theodor Klem",M,0,0,2
61330,3,"Yana Oleksandrivna Klochkova",F,4,1,0
62160,5,"Johan Pietari "Hannes" Kolehmainen",M,4,1,0
62494,3,"Ford Hiroshi Konno",M,2,2,0
62675,3,"Sergey Viktorovich Koplyakov",M,2,2,0
62780,2,"Win Kalevi Korhonen",M,0,0,2
63086,2,"Guram Kostava",M,0,0,2
63183,2,"Mikako Kotani",F,0,0,2
63201,2,"Wiradech Kothny",M,0,0,2
63223,2,"Grzegorz Leon Kotowicz",M,0,0,2
63596,2,"Anna A. Kozlova",F,0,0,2
64485,2,"Eldar-Luk'a K'urt'anidze",M,0,0,2
65144,2,"Kateina Krkov-Emmons",F,1,1,1
65287,2,"Marco Kutscher",M,0,0,2
65391,2,"Lev Fyodorovich Kuznetsov",M,0,0,2
65528,3,"Kye Sun-Hui",F,1,1,1
