Athlete_ID,event_anzahl,name,sex,Goldmedallien,Silbermedallien,Bronzemmedallien
84861,3,"Armen Lyudvikovich Nazaryan",M,2,0,1
85311,2,"August Neo",M,0,1,1
85335,4,"Romeo Neri",M,3,1,0
85484,2,"Karl Neumer",M,0,1,1
85500,2,"Gnther Neureuther",M,0,1,1
85598,2,"Francis Clement "Frank" Newton",M,0,1,1
86127,2,"Ernst Nievergelt",M,0,1,1
86564,2,"Leonard Harvey Nitz",M,0,1,1
87063,2,"Anke Nothnagel-von Seck",F,3,1,0
87226,2,"Richard Nowakowski",M,0,1,1
87234,2,"Mieczysaw Pawe Nowicki",M,0,1,1
87570,2,"Hjalmar Eemil Nystrm",M,0,1,1
87833,2,"Hugues Obry",M,1,2,0
88207,2,"Falilat Ogunkoya (-Osheku)",F,0,1,1
88281,2,"Per Erik Fabian Ohlsson",M,0,1,1
88868,2,"Frithjof Olsen",M,0,1,1
88945,2,"Carl Adolf Ragnar Olson",M,0,1,1
89227,2,"Borys Hryhorovych Onyshchenko",M,1,2,0
89681,2,"Yoshihiko Osaki",M,0,1,1
89843,3,"Micheline O. M. Ostermeyer (-Ghazarian)",F,2,0,1
90212,2,"Edward "Eddie" Owen",M,0,1,1
90784,2,"Diana Boneva Paliyska",F,0,1,1
91528,2,"Park Jang-Sun",M,1,2,0
91596,2,"Park Seong-Hyeon",F,3,1,0
91723,2,"Andr Joseph Parmentier",M,0,1,1
91828,2,"Jnos Parti",M,1,2,0
92104,3,"Carly Rae Patterson (-Caldwell)",F,1,2,0
92146,3,"Simona Puca (-Rus)",F,2,0,1
92614,2,"Carl Alfred Pedersen",M,0,1,1
92618,2,"Christinna Pedersen",F,0,1,1
92661,2,"Paul Andreas Pedersen",M,0,1,1
92918,2,"Urho Pellervo Peltonen",M,0,1,1
94048,2,"Vladimr Petek",M,0,1,1
94060,3,"Larisa Leonidovna Petrik (-Klimenko)",F,2,0,1
94284,2,"Yelena Vladimirovna Petushkova (-Brumel-)",F,1,2,0
94693,2,"Emanuela Pierantozzi",F,0,1,1
94799,2,"Ugo Pignotti",M,1,2,0
94947,2,"Adam Robert Pine",M,1,2,0
95886,3,"Heinrich "Heinz" Pollay",M,2,0,1
96202,2,"Valentina Vadimovna Popova",F,0,1,1
96340,2,"Vladimir Vladimirovich Portnoy",M,0,1,1
96881,2,"Tamara Natanovna Press",F,3,1,0
97017,2,"Josip "Joe" Primoi",M,0,1,1
97125,2,"Yelena Sergeyevna Produnova",F,0,1,1
97139,2,"Karl Proisl",M,0,1,1
97724,2,"Roger Pyttel",M,0,1,1
98120,2,"Fritz Albert Erich Rademacher",M,1,2,0
98481,2,"Klra Rajnai",F,0,1,1
98532,2,"va Rakusz",F,0,1,1
98724,2,"Luis Gregorio Ramos Mision",M,0,1,1
98991,2,"Volodymyr Serhiyovych Raskatov",M,0,1,1
98995,2,"Svante Erik Rasmuson",M,0,1,1
99077,2,"Valentyna Ksenofontivna Rastvorova (-Hrishyna)",F,1,2,0
99175,3,"Emil A. Rausch",M,2,0,1
99583,2,"John Paul Lyndon Regis",M,0,1,1
100433,2,"Franco Riccardi",M,3,1,0
100745,2,"Nicolaas Hessel "Nico" Rienks",M,2,0,1
100942,2,"Pandelela Rinong anak Pamg",F,0,1,1
101462,2,"Raymond Leonard "Ray" Robinson",M,0,1,1
101518,3,"Peter Drake Rocca",M,1,2,0
101952,2,"Gregory Francis "Greg" Rogers",M,0,1,1
102276,2,"Svetlana Alekseyevna Romashina",F,5,0,0
102438,2,"Giaan Leigh Rooney",F,1,2,0
102629,2,"Anatoly Aleksandrovich Roshchin",M,1,2,0
102653,2,"Jrg Rokopf",M,0,1,1
102859,2,"Sven Gunther Rothenberger",M,0,1,1
102893,2,"Leon Rotman",M,2,0,1
102946,2,"Hayden David Roulston",M,0,1,1
102961,2,"Jeffrey Norman "Jeff" Rouse",M,3,1,0
102971,4,"Florian Georges Philippe Rousseau",M,3,1,0
103118,2,"Norbert Rzsa",M,1,2,0
103528,2,"Galen Rupp",M,0,1,1
103543,2,"Lyubov Petrovna Rusanova",F,0,1,1
103707,2,"Katrin Rutschow-Stomporowski",F,2,0,1
103800,2,"Sarah Michelle Ryan",F,1,2,0
103989,2,"Aleksanteri Saarvala (Schabarin-)",M,2,0,1
104161,2,"Olena Anatolivna Sadovnycha",F,0,1,1
104185,2,"Hadi Saei Bonehkohal",M,2,0,1
104454,2,"Fernand Dieudonn Coussaint Julien Saiv",M,0,1,1
104535,2,"Frank Warren Saker",M,0,1,1
104861,2,"Arne Ihamo "Aarne" Salovaara (Nylenius-)",M,0,1,1
105279,2,"Eric Gustaf Sandberg",M,0,1,1
105310,2,"Maria Sander (Domagala-)",F,0,1,1
106197,2,"Viktor Hryhorovych Savchenko",M,0,1,1
106561,2,"Frank Schaffer",M,0,1,1
107041,2,"Karl Schmid",M,0,1,1
107729,2,"Jochen Schmann",M,3,1,0
107746,2,"Gustav-Adolf Schur",M,0,1,1
108269,3,"Albert Sguin",M,1,2,0
108447,2,"Johan Robert Selfelt",M,0,1,1
108790,2,"Antonina Aleksandrovna Seredina",F,2,0,1
108984,2,"Kimberly Lyda "Kim" Severson (Vinoski-)",F,0,1,1
109210,2,"Shan Ying",F,0,1,1
109250,2,"Neal Shapiro",M,0,1,1
109284,2,"Rustam Khalimdzhanovych Sharipov",M,2,0,1
109389,3,"Timothy Andrew "Tim" Shaw",M,1,2,0
110620,2,"Farid Simaika",M,0,1,1
110690,2,"Marian Simion",M,0,1,1
110765,2,"Diederik Rudolf Simon",M,1,2,0
110897,2,"Sherone Anmarica Simpson",F,1,2,0
111630,2,"Nika Skelin",M,0,1,1
111631,2,"Sinia Skelin",M,0,1,1
111729,2,"Jerzy Walerian Skolimowski",M,0,1,1
111924,2,"Janusz Lubomir lzak",M,0,1,1
112145,2,"Andrey Vladislavovich Smirnov",M,0,1,1
112166,2,"Julia Elizabeth Smit",F,0,1,1
112199,2,"William R. "Bill" Smith",M,0,1,1
112313,2,"Jonathan Scott "Jon" Smith",M,0,1,1
113743,2,"Ingo Spelly",M,1,2,0
114151,2,"Joseph Francis Stadler",M,0,1,1
114188,2,"Andreas Sthle",M,0,1,1
114253,3,"Michael Eugene "Mike" Stamm",M,1,2,0
114701,3,"Britta Steffen",F,2,0,1
114771,2,"Klaus Steinbach",M,0,1,1
114939,2,"Harald Stenvaag",M,0,1,1
115123,2,"Natalie Alwyne Steward",F,0,1,1
115163,3,"Melvin "Mel" Stewart (-Monroe)",M,2,0,1
115541,4,"Sharon Marie Stouder (-Clark)",F,3,1,0
115717,2,"Jrmy Stravius",M,1,2,0
116511,2,"Sun Yiwen",F,0,1,1
116805,2,"Emiko Suzuki",F,0,1,1
117100,2,"Patrick John Sweeney",M,0,1,1
117143,2,"Alfred James "Jimmy" Swift",M,0,1,1
117322,2,"Gabriella Timea Szab",F,3,1,0
117951,2,"Katsuo Takaishi",M,0,1,1
118056,2,"Gholam Reza Takhti",M,1,2,0
118855,2,"Angelo F. Taylor, Jr.",M,3,1,0
119292,2,"Erica Georgine Terpstra",F,0,1,1
119662,2,"Annekatrin Thiele",F,1,2,0
119949,2,"Richard Thompson",M,1,2,0
120297,2,"Vin Edward Tiiri",M,0,1,1
120371,2,"Istvn Timr-Geng",M,0,1,1
120625,2,"Gary Milburn Tobian",M,1,2,0
120946,2,"Hiroyuki Tomita",M,1,2,0
121206,2,"Ferenc Trk",M,2,0,1
121290,2,"Marco Torrs",M,0,1,1
121860,2,"Ivn Trevejo Prez",M,0,1,1
121945,2,"Pascale Marie Odette Marcelle Trinquet-Hachin",F,2,0,1
121981,2,Triyatno,M,0,1,1
122077,2,"De'Hashia Tonnek "DeeDee" Trotter",F,2,0,1
122214,2,"Yury Yakovlevich Tsapenko",M,0,1,1
122745,2,"Daulet Bolatovich Turlykhanov",M,0,1,1
122920,2,"Rebecca Lynne Twigg (-Whitehead-)",F,0,1,1
123000,2,"Wyomia Tyus (-Simburg)",F,3,1,0
123139,2,"Tadao Uesako",M,0,1,1
123344,2,"Lutz Unger",M,0,1,1
123632,2,"Shunpei Uto",M,0,1,1
124243,2,"Maurice E. Van Damme",M,0,1,1
124310,2,"Jean Van Den Bosch",M,0,1,1
125428,2,"Elvira Adolfovna Vasilkova (-Buchenkova)",F,0,1,1
125779,2,"Sofiya Aleksandrovna Velikaya",F,1,2,0
125841,2,"Erik K. Vendt",M,1,2,0
125960,2,"Richard Verderber",M,0,1,1
126109,2,"George Edward Vernot",M,0,1,1
126119,2,"Zoltn Verraszt",M,0,1,1
126376,2,"Lynn Marie Vidali (-Gautschi)",F,0,1,1
127043,2,"Kristina Vogel",F,2,0,1
127258,2,"Helga Margot Volz-Mees",F,0,1,1
127330,2,"Karl-Heinrich Erich Moritz von Groddeck",M,1,2,0
127405,2,"Hans Robert von Rosen",M,2,0,1
127414,4,"Susan Christina "Chris" von Saltza (-Olmstead)",F,3,1,0
127485,2,"Arkady Nikitich Vorobyov",M,2,0,1
127965,2,"Wolfram Waibel, Jr.",M,0,1,1
128106,2,"James R. Walker",M,0,1,1
128295,2,"Hans Walter",M,2,0,1
128569,2,"Wang Tao",M,1,2,0
128757,2,"Jeremy Matthew Wariner",M,3,1,0
129162,2,"Wilhelm Weber",M,0,1,1
129240,2,"Henri Weewauters",M,0,1,1
129267,2,"Heinz-Helmut Wehling",M,0,1,1
129323,3,"Birte Weigang (-Rode)",F,1,2,0
129389,2,"Rupert Weinstabl",M,0,1,1
129776,2,"Michael "Mike" West",M,0,1,1
130128,2,"Linnea Susanne Wiberg-Gunnarsson",F,1,2,0
130421,2,"George Ellsworth Wiley",M,0,1,1
130463,2,"David Andrew Wilkie",M,1,2,0
130662,3,"Robert W. Williams, Jr.",M,1,2,0
130837,2,"James Wilson",M,0,1,1
131024,2,"Charles Lyndhurst Winslow",M,2,0,1
131862,2,"Victor Steven "Vic" Wunderle",M,0,1,1
132225,2,"Vasily Fyodorovich Yakusha",M,0,1,1
132328,2,"Takashi Yamamoto",M,0,1,1
132551,2,"Yang Wenyi",F,1,2,0
132554,2,"Yang Xiao",F,0,1,1
132831,2,"Ihor Fedorovych Yemchuk",M,0,1,1
132935,2,"Nikolay Sergeyevich Yevseyev",M,0,1,1
132960,2,"Miruts Yifter",M,2,0,1
133021,2,"Vilho Ilmari Ylnen",M,0,1,1
133130,2,"Saori Yoshida",F,3,1,0
133516,2,"Vasyl Petrovych Yurchenko",M,0,1,1
133819,2,"Margherita Zalaffi (-Tonini)",F,1,2,0
133915,2,"Holger Zander",M,0,1,1
134479,2,"Zhang Jike",M,3,1,0
134488,2,"Zhang Juanjuan",F,1,2,0
134523,2,"Zhang Nan",M,2,0,1
134564,2,"Zhang Xianghua",F,0,1,1
134683,2,"Zhao Yunlei",F,2,0,1
134811,2,"Zhou Shouying",F,0,1,1
134905,2,"Heorhiy Semenovych Zhylin",M,0,1,1
122071,2,"Laura Rebecca Trott (-Kenny)",F,4,0,0
122863,2,"William Jeremiah "Bill" Tuttle",M,0,2,0
122987,2,"Yury Sergeyevich Tyukalov",M,2,1,0
123167,2,"Viktor Petrovich Ugryumov",M,1,0,1
123332,2,"Kjetil Undset",M,0,2,0
123381,2,"Nicole Uphoff-Becker (-Selke)",F,4,0,0
123992,2,"Voldemar Vli",M,1,0,1
124175,3,"Louis Van Beeck",M,2,1,0
124241,2,"Ivo Van Damme",M,0,2,0
124346,2,"Anna van der Breggen",F,1,0,1
124531,2,"Pieta Roberta van Dishoeck",F,0,2,0
124942,3,"Pierre Van Thielt",M,2,1,0
125683,2,"Polydore Jules Lon Veirman",M,0,2,0
126085,2,"William Franklyn "Bill" Verner",M,0,2,0
126263,2,"Natalia Va Dufresne Perea",F,0,2,0
126278,2,"Pierfranco Vianelli",M,1,0,1
126397,3,"Peter Glen Vidmar",M,2,1,0
126777,2,"Lasse Artturi Virn",M,4,0,0
127292,2,"Wilhelmina Catherine "Billie" von Bremen (-Asch)",F,1,0,1
127402,2,"Friedrich Leopold Harry von Rochow",M,0,2,0
127763,2,"Konstantin Grigoryevich Vyrupayev",M,1,0,1
127975,2,"Helen E. Wainwright (-Stelling)",F,0,2,0
128053,2,"Carolyn Jane Waldo",F,2,1,0
128103,2,"Ian James Walker",M,0,2,0
128201,2,"Frank Laird Waller",M,0,2,0
128273,3,"Kenneth Marshall "Ken" Walsh",M,2,1,0
128302,2,"Josef Walter",M,0,2,0
128605,2,"Wang Xin (Ruoxue-)",F,1,0,1
129494,2,"Francis William Charles "Frank" Weldon",M,1,0,1
129828,2,"Edvard Vilhelm Westerlund",M,1,0,1
130029,2,"Wilfrid Harry "Wilf" White",M,1,0,1
130031,2,"Willye Brown White",F,0,2,0
130057,2,"Beverley Joy Whitfield",F,1,0,1
130137,2,"Sharon Lynn Wichman (-Jones)",F,1,0,1
130306,3,"Lones Wesley Wigger, Jr.",M,2,1,0
130429,2,"Josef Wilhelm",M,1,0,1
130667,2,"Serena Jamika Williams",F,4,0,0
130936,3,"Walter Winans",M,2,1,0
131080,3,"Kurt Oskar Wires (Virtanen-)",M,2,1,0
131345,2,"Ren Wolff",M,1,0,1
131644,2,"Lode Alphonse Wouters",M,1,0,1
131700,2,"Frank Seymour Wright",M,1,0,1
131832,2,"Wu Xiaoxuan",F,1,0,1
132006,2,"Xiao Hailiang",M,1,0,1
132061,2,"Xu Haifeng",M,1,0,1
132201,2,"Nikolay Ivanovich Yakovenko",M,0,2,0
132786,2,"Roman Nikolayevich Yegorov",M,0,2,0
132792,2,"Lyudmila Borisovna Yegorova (-Sineva)",F,1,0,1
132884,2,"Anastasiya Nikolayevna Yermakova",F,4,0,0
133058,2,"Isao Yoneda",M,1,0,1
133172,2,"Yoto Vasilev Yotov",M,0,2,0
133381,2,"Yu Yang",F,1,0,1
133483,2,"Yun Ok-Hui",F,1,0,1
133496,2,"Yun Yeong-Suk",F,1,0,1
133534,2,"Masanori Yusa",M,2,1,0
133620,2,"Georg Zacharias",M,1,0,1
134566,2,"Zhang Xiangxiang",M,1,0,1
134605,3,"Zhang Yining",F,4,0,0
135045,2,"Rbert Zimonyi",M,1,0,1
135109,2,"Carola Zirzow (-Drechsler)",F,1,0,1
135545,2,"Henk Jan Zwolle",M,1,0,1
830,2,"Adrian Neil Adams",M,0,2,0
977,2,"Erik William Adlerz",M,2,1,0
1109,2,"Lavinia Agache (-Carney)",F,1,0,1
1173,3,"Yannick Agnel",M,2,1,0
1380,3,"Christine M. "Crissy" Ahmann-Leighton (-Perham)",F,2,1,0
2367,2,"mile Albrecht",M,1,0,1
2589,2,"Marc Robert Alexandre",M,1,0,1
2785,3,"Alphonse Allaert",M,2,1,0
3321,2,"Jean-Pierre Bernard Andr Amat",M,1,0,1
3493,2,"Edward John Amoore",M,1,0,1
4667,2,"Sad Aouita",M,1,0,1
4736,2,"William Reuben "Willie" Applegarth",M,1,0,1
4789,2,"Shigeo Arai",M,1,0,1
5716,2,"John Jacob Astor",M,1,0,1
5935,2,"Andr Auffray",M,1,0,1
6204,2,"Almaz Ayana Eba",F,1,0,1
6296,2,"Viktoriya Fyodorovna "Vika" Azarenko",F,1,0,1
6459,2,"Sorin Babii",M,1,0,1
6638,2,"Pter Baczak",M,1,0,1
6776,2,"Nathan Baggaley",M,0,2,0
7177,2,"Ledys Frank Balceiro Pajn",M,0,2,0
8005,2,"Bengt Baron",M,1,0,1
8105,2,"Edward "Ned" Barrett",M,1,0,1
9154,2,"Laura Bechtolsheimer (-Tomlinson)",F,1,0,1
9225,3,"Elizabeth Anna "Betty" Becker-Pinkston (-Campbell)",F,2,1,0
9439,2,"Roswitha Beier (-Sonntag)",F,0,2,0
9479,2,"Sofia Bekatorou (-Kosmatopoulos)",F,1,0,1
9578,2,"Valeri Belenki",M,1,0,1
9645,2,"Lynette "Lyn" Bell (-Chipchase)",F,0,2,0
9699,2,"Helmut Ernesto Bellingrodt Wolf",M,0,2,0
9832,2,"Sergey Nikolayevich Belyayev",M,0,2,0
10022,2,"Edward Benedicks",M,0,2,0
10084,2,"Per-Inge Bengtsson",M,0,2,0
10085,2,"Rolf-Gran Bengtsson",M,0,2,0
10136,2,"Lindsay Dianne Benko (-Mintenko)",F,2,1,0
10256,2,"William Bruce "Bill" Bentsen",M,1,0,1
10337,2,"Richard "Ricky" Berens",M,2,1,0
10381,2,"Eero Edvin Berg",M,1,0,1
10641,2,"Yanet Bermoy Acosta",F,0,2,0
11005,2,"Gregory Alan "Greg" Best",M,0,2,0
11123,2,"Jos Beyaert",M,1,0,1
11244,2,"Sergio Bianchetto",M,2,1,0
11915,2,"Carl August Bjrkman",M,1,0,1
12166,4,"Francina Elsje "Fanny" Blankers-Koen",F,4,0,0
12337,2,"Erik Gustaf Blomqvist",M,1,0,1
12399,2,"Pernille Blume",F,1,0,1
12443,2,"Christopher Miles "Chris" Boardman",M,1,0,1
12518,2,"Giorgio Bocchino",M,1,0,1
12534,2,"Nataliya Valeryevna Bochina",F,0,2,0
12868,2,"Philippe Alain Boisse",M,2,1,0
12887,2,"Jean Auguste Boiteux",M,1,0,1
12966,2,"John Keith Boles",M,1,0,1
15001,2,"Derrick Keith Brew",M,1,0,1
15405,2,"Marguerite Marie Broquedis-Billout (-Bordes)",F,1,0,1
15463,2,"Alice Regina Brown (-Harris)",F,2,1,0
16769,3,"Michael Jay "Mike" Burton",M,4,0,0
17070,2,"Bror Erik Bylhn",M,0,2,0
17230,2,"Axel Vilhelm Teodor Cadier",M,1,0,1
17595,2,"Irene Camber-Corno",F,1,0,1
17857,2,"Fabian Cancellara",M,2,1,0
17966,2,"Fernand Canteloube",M,1,0,1
18242,2,"George Aristides Caridia (Karidias-)",M,0,2,0
18278,2,"Jazmin Roxy "Jazz" Carlin",F,0,2,0
18441,2,"Johan Robert "Joop" Carp",M,1,0,1
19844,2,"Gary Arthur Chapman",M,1,0,1
20108,3,"Chandra Danette Cheeseborough (-Shellman, -Guice)",F,2,1,0
20944,2,"Shota Chochishvili",M,1,0,1
21754,2,"Austin Rhone Clapp",M,1,0,1
21990,2,"Kerron Stephon Clement",M,2,1,0
22149,2,"Henri Jean Cochet",M,0,2,0
22877,2,"Emma C. Cooke",F,0,2,0
22941,2,"John Hugh Cooper",M,0,2,0
23066,2,"Louis Albert Corey",M,0,2,0
23447,2,"Raymond Orville "Ray" Coulter",M,1,0,1
23625,2,"Clarence Linden "Buster" Crabbe, Jr.",M,1,0,1
23833,2,"scar Cristi Gallo",M,0,2,0
23943,2,"Martin Patrick Cross",M,1,0,1
24114,2,"Ferenc Csk (Lengvri-)",M,1,0,1
24168,2,"Vincenzo Cuccia",M,1,0,1
24228,2,"Jean Pierre Gaston Cugnot",M,1,0,1
24418,3,"Ann Elisabeth Curtis (-Cuneo)",F,2,1,0
24448,4,"Elizabeth Alyse "Betty" Cuthbert",F,4,0,0
24815,2,"Timothy Patrick "Tim" Daggett",M,1,0,1
25393,2,"Tams Darnyi",M,4,0,0
25735,2,"Pauline Elaine Davis-Thompson",F,2,1,0
25766,3,"Yelena Viktorovna Davydova (-Filatova)",F,2,1,0
25840,2,"Giliante D'Este",M,1,0,1
26231,3,"Edmond De Knibber",M,2,1,0
26243,2,"Gerard Pieter de Kruijff",M,2,1,0
26437,3,"Jrme De Mayer",M,2,1,0
26611,2,"Jolanda de Rover (-Toussaint)",F,1,0,1
26951,2,"Maxime Omer Mathieu "Max" Omer-Dcugis",M,1,0,1
26983,2,"Gervasio Deferr ngel",M,2,1,0
27224,2,"Stoyan Delchev",M,1,0,1
27226,3,"Louis Delcon",M,2,1,0
27576,2,"Deng Yaping",F,4,0,0
27605,2,"Viktor Viktorovich Denisov",M,0,2,0
27799,2,"Ulise Joseph "Pete" Desjardins",M,2,1,0
28070,2,"Roberto Di Donna",M,1,0,1
28072,2,"Elisa Di Francisca",F,2,1,0
28396,3,"Mildred Ella "Babe" Didrikson (Didriksen-, -Zaharias)",F,2,1,0
28539,3,"William Harrison Dillard",M,4,0,0
28779,2,"Bernd Dittert",M,1,0,1
28982,2,"Dnu Dobre",M,0,2,0
29145,2,"Thomas Fitzgerald "Tom" Dolan",M,2,1,0
29438,2,"va Dnusz",F,1,0,1
29970,2,"Joachim Dreifke",M,1,0,1
30411,2,"Virginia Ruth "Ginny" Duenkel",F,1,0,1
30739,2,"Jacques Dupont",M,1,0,1
30780,2,"Osman Duraliev",M,0,2,0
30798,2,"Pierre Durand, Jr.",M,1,0,1
31240,2,"Gertrd Emilia Eberle (-Kollar)",F,0,2,0
31337,2,"Brbel Eckert-Wckel",F,4,0,0
31662,2,"Wolfgang Ehrl",M,0,2,0
31815,2,"John Wicktor Eke (Jonsson-)",M,1,0,1
31890,2,"Hicham El Guerrouj",M,2,1,0
32221,2,"James Robert "Jim" Elder",M,1,0,1
32860,2,"Alexandra Georgiana Maria Eremia",F,1,0,1
33507,2,"Daniel Joseph "Danny Joe" Everett",M,1,0,1
33858,2,"Hildegard Falck (Janze-, -Kimmich)",F,1,0,1
34012,2,"Mohamed Muktar Jama "Mo" Farah",M,4,0,0
34045,2,"Joseph Halpin "Joe" Fargis, IV",M,2,1,0
35057,2,"Michelle Louise Ferris",F,0,2,0
35183,2,Field,M,0,2,0
35204,3,"Victor Louis Fierens",M,2,1,0
35268,2,"Enrique Figuerola Camu",M,0,2,0
35406,2,"Louis Casimir Finet",M,1,0,1
35578,2,"Hugh Fisher",M,1,0,1
35717,2,"John Joseph Flanagan",M,2,1,0
35814,2,"Jennie Fletcher (-Hyslop)",F,1,0,1
36236,2,"Michelle Jan Ford (-Eriksson)",F,1,0,1
36483,2,"Ladislav Fouek",M,0,2,0
36911,2,"Herman Ronald Frazier",M,1,0,1
36954,2,"Carl Peder Fredricson",M,0,2,0
36967,2,"Duncan Seth Free",M,1,0,1
36996,2,"Ronald John "Ron" Freeman, III",M,1,0,1
37194,3,"Heike Friedrich",F,2,1,0
37412,2,"Jen Fuchs (-Fekete)",M,4,0,0
37614,2,"Arthur George Fulton",M,0,2,0
38002,2,"Giuseppe Galante",M,0,2,0
38045,2,"Marco Galiazzo",M,2,1,0
38352,2,"Franois Lucien Gangloff",M,0,2,0
38883,2,"Zina Lynna Garrison (-Jackson)",F,1,0,1
38972,2,"Valentino Gasparella",M,1,0,1
39986,2,"Marin Gheorghe",M,0,2,0
40332,2,"John David "Dave" Gillanders",M,1,0,1
41543,2,"Joel Gonzlez Bonilla",M,1,0,1
41689,2,"Duncan Alexander Goodhew",M,1,0,1
41878,2,"James Edward "Jim" Gorman",M,1,0,1
42085,2,"Matthieu Roger Jean Gourdain",M,0,2,0
42148,2,"Giovanni Gozzi",M,1,0,1
42280,2,"Lorraine Graham (-Fenton)",F,0,2,0
42296,2,"Winthrop Graham",M,0,2,0
42662,2,"Charles Edward "Charlie" Greene",M,1,0,1
42828,2,"Edwin Grienauer",M,1,0,1
43065,2,"Hans Grodotzki",M,0,2,0
43241,2,"Madeline Groves",F,0,2,0
43258,2,"Frederick Henry "Freddie" Grubb",M,0,2,0
43311,2,"Gauthier Grumier",M,1,0,1
43558,2,"Steve Guerdat",M,1,0,1
43806,2,"Wolfgang Gldenpfennig",M,1,0,1
43923,2,"Sally Jane Janet Gunnell (-Bigg)",F,1,0,1
44213,2,"Kroly Gttler",M,0,2,0
44231,2,"James George Guy",M,0,2,0
44498,2,"Arvo Jaakko Haavisto",M,1,0,1
44535,2,"Gianna Habltzel-Brki",F,0,2,0
45020,2,"Lars Gran Ivar Hall",M,2,1,0
45105,2,"Norman Frederick Hallows",M,1,0,1
45190,2,"Pentti Olavi Hmlinen",M,1,0,1
45240,2,"Ren Nicolas Adrien Hamel",M,1,0,1
45355,2,"David Thurwell Hammond",M,0,2,0
45733,2,"Henry Peter Christian Hansen",M,2,1,0
46015,2,"Jessica Adele Hardy (-Meichtry)",F,1,0,1
46182,2,"Reginald Hargreaves "Reg" Harris",M,0,2,0
46560,2,"Annia Portuondo Hatch",F,0,2,0
46848,2,"Neville Ronald Hayes",M,0,2,0
46931,2,"He Kexin",F,2,1,0
46943,2,"He Ying",F,0,2,0
47176,2,"Hans-Jrgen Hehn",M,0,2,0
47265,2,"Judith "Jutta" Heine",F,0,2,0
48552,3,"Albert George Hill",M,2,1,0
49105,2,"Max Hoff",M,1,0,1
49136,2,"Georg Hoffmann",M,0,2,0
49453,2,"Edith Dorothy Holman",F,0,2,0
50079,2,"Csaba Horvth",M,1,0,1
50142,2,"Henry William Furse "Bill" Hoskyns",M,0,2,0
50191,2,"Wolfgang Hottenrott",M,1,0,1
50866,2,"Frank Henry Hughes",M,1,0,1
50967,2,"Sigvard Gustav Emanuel Hultcrantz",M,0,2,0
51001,2,"Terin Marie Humphrey",F,0,2,0
51603,2,"Kaori Icho",F,4,0,0
51710,2,"Mikhail Borisovich Ignatyev",M,1,0,1
51829,2,"Ilias Iliadis",M,1,0,1
52932,2,"Aleksandra Ivoev",F,1,0,1
53031,2,"Jri Jaanson",M,0,2,0
53121,2,"John E. Jackson",M,1,0,1
53188,3,"Christopher Charles "Chris" Jacobs",M,2,1,0
53471,2,"Rebecca Angharad "Becky" James",F,0,2,0
54028,2,"Chester Andrew "Chet" Jastremski",M,1,0,1
54074,2,"Allan Louis Neville Jay",M,0,2,0
54120,2,"Fabrice Jeannet",M,2,1,0
54905,2,"Jan Jindra",M,1,0,1
55047,2,"Alfred August "Al" Jochim",M,0,2,0
55397,3,"Jenna Leigh Johnson",F,2,1,0
55430,3,"Michael Duane Johnson",M,4,0,0
55619,3,"Benjamin "Ben" Jones",M,2,1,0
56356,2,"Nicolae Juravschi",M,2,1,0
56470,2,"Givi K'art'ozia",M,1,0,1
56743,2,"Hiroshi Kajiyama",M,1,0,1
56862,3,"Yekaterina Illarionovna Kalinchuk (Dyomina-)",F,2,1,0
57332,2,"Viktor Arsenyevich Kapitonov",M,1,0,1
57903,2,"Marian Krzysztof Kasprzyk",M,1,0,1
58005,2,"Takeshi Kato",M,1,0,1
58067,2,"Carl Kaufmann",M,0,2,0
58679,2,"Anthony Bruce Kendall",M,1,0,1
58839,2,"Robert "Bobby" Kerr",M,1,0,1
59024,2,"Rasoul Khadem Azgadhi",M,1,0,1
59315,2,"Yelena Ivanovna Khloptseva",F,1,0,1
59332,2,"Pavlo Viktorovych Khnykin",M,0,2,0
59984,2,"Kim Hyeon-Wu",M,1,0,1
60028,2,"Kim Jeong-Hwan",M,1,0,1
60080,2,"Kim Jong-Hyeon",M,0,2,0
60473,2,"Conant Meigs "Con" King",M,0,2,0
60480,2,"Ellen Elizabeth King (-McPhearson, -Pearson)",F,0,2,0
60688,2,"Ahmet Kirei (Mersinli-)",M,1,0,1
60746,3,"Morris Marshall Kirksey",M,2,1,0
60803,2,"Aleksey Ivanovich Kiselyov",M,0,2,0
61107,2,"Benjamin Philip Kleibrink",M,1,0,1
61410,2,"Ewa Kobukowska",F,1,0,1
62133,3,"Claudia Anne Kolb",F,2,1,0
62149,2,"Ern Kolczonay",M,0,2,0
62351,2,"Viktoriya Aleksandrovna Komova",F,0,2,0
62404,2,"Lyudmila Andreyevna Kondratyeva (-Sedykh)",F,1,0,1
62431,2,"Kong Linghui",M,2,1,0
62503,3,"Tamio "Tommy" Kono",M,2,1,0
62536,3,"Magnus Andreas Thulstrup Clasen Konow",M,2,1,0
62543,2,"Ilze "Ilsa" Konrads",F,0,2,0
62725,2,"Anna Korakaki",F,1,0,1
62932,2,"Robert Marek Korzeniowski",M,4,0,0
62985,2,"Marina Vladimirovna Koshevaya",F,1,0,1
63011,2,"Lauri Koskela",M,1,0,1
63199,2,"Rosemarie Kother-Gabriel",F,1,0,1
63311,2,"Jan Koutn",M,0,2,0
63389,2,"Istvn Kovcs",M,1,0,1
63912,3,"Lenny Krayzelburg",M,4,0,0
